Ln_Price,DSALE,BEDROOM,Ln_SQFT,Ln_LotSize,CENTRALAIR,BRICK,GARAGE,FIREPLACE,BASE_FIN,MASONRY,PUBOPEN,MICHLAKE,LAKE_RIVER,METRA_DIST,RAIL_DIST
12.8293337,0,2,6.981005741,8.740336743,1,1,1,0,1,0,1,0,0,1.36762,0.58357
13.15192218,0,3,7.275864601,8.774312958,1,0,1,0,0,1,1,0,0,1.15327,0.62038
12.91164235,0,3,7.261927093,8.779557456,1,1,1,2,0,1,1,0,0,1.10224,0.59661
13.16158409,0,3,7.261927093,8.779557456,1,1,1,2,0,1,1,0,0,1.10224,0.59661
13.01589113,0,3,6.915723449,8.798605651,1,1,1,0,1,1,1,0,0,1.14592,0.35999
12.7512997,0,2,6.784457063,8.634976227,1,1,1,0,1,1,0,0,0,1.32007,0.23601
12.98310131,0,3,7.413367336,8.9226583,1,1,2,1,0,1,0,0,0,1.26135,0.2413
13.19932442,0,3,7.414572881,8.634976227,1,1,1,1,0,1,0,0,0,1.2367,0.21723
13.12236338,0,3,7.542743545,8.831273738,1,1,2,2,1,1,1,0,0,1.23478,0.41448
13.25339164,0,3,7.119635638,8.476371197,1,1,2,0,0,1,0,0,0,1.30617,0.2305
12.54610995,1,2,6.81563999,7.937374696,1,1,2,0,0,1,0,0,0,1.27046,0.14835
12.64432758,0,2,6.81563999,7.937374696,1,1,2,0,0,1,0,0,0,1.27046,0.14835
13.28448223,0,4,7.471932078,8.517193191,1,0,1,0,1,1,0,0,0,1.26392,0.0909
13.01700286,0,3,7.160845907,8.383661799,1,1,1,0,0,1,0,0,0,1.25547,0.06546
12.9360338,0,3,6.620073207,8.383661799,1,1,1,0,1,0,0,0,0,1.25419,0.07293
12.9408415,0,2,7.264030143,8.50916102,1,1,1,1,0,1,0,0,0,1.22486,0.13064
12.97849301,0,2,7.306531399,8.517193191,1,1,1,0,1,1,0,0,0,1.13869,0.11573
13.65004612,0,3,7.454141078,8.830543011,1,1,2,1,1,1,0,0,0,0.84881,0.29989
13.44299655,0,3,7.692569648,8.830543011,1,1,1,2,0,0,0,0,0,0.81184,0.26388
13.13231371,0,4,8.467792841,8.425077903,1,1,3,3,0,1,0,0,0,0.86617,0.0576
13.13231371,0,5,8.467792841,8.542470999,1,1,2,3,0,1,0,0,0,0.8579,0.05036
13.5211395,0,3,8.32651683,8.425077903,1,1,2,2,1,1,1,0,0,0.85927,0.43054
13.19095617,0,4,7.972466016,8.691146499,1,1,2,1,1,1,1,0,0,0.32062,0.06809
12.92391244,0,3,7.221835825,8.735203591,1,1,1,0,0,1,1,0,0,0.2984,0.02711
13.30468493,0,5,8.929964875,9.461176908,1,1,3,5,1,1,1,0,0,0.74549,0.43116
13.25951322,0,3,7.630461262,8.802372134,0,1,1,1,0,1,1,0,0,0.64178,0.33319
12.36734079,0,3,7.249925537,8.938006576,1,1,1,1,0,1,1,0,0,0.55894,0.3174
13.44154412,0,4,7.602900462,8.873468055,1,1,2,1,1,1,1,0,0,0.41607,0.15489
13.38472764,0,3,7.555381944,8.740336743,1,0,1,3,1,1,1,0,0,0.32722,0.12147
13.02585248,0,2,7.497207223,8.680331929,1,1,2,1,0,1,0,0,0,0.84737,0.2978
12.94800999,0,3,7.189167738,8.520388082,1,1,2,1,0,1,0,0,0,0.57923,0.32602
13.01700286,0,3,7.29301768,8.603370888,1,0,2,0,1,1,0,0,0,0.80382,0.37223
